CKV Laboratory - San Ramon - CA
Original Filename: c:\Home\2023\Hobart_HeatGain\LowTempIdle_DO_6_30
Date:              6/30/23
Test Duration:     999 Minutes
Appliance:         Dishmachine
Energy Type:       Electric
Hood Type:         Wall Canopy
Hood Length:       5
Hood Depth:        5
Flow Rate:         0 Scfm
Flow/RPM Y int:    0
Flow/RPM slope:    3
Flow/Poly Map A:   344.97237
Flow/Poly Map B1:  3.6128
Flow/Poly Map B2:  .000423986
Flow/Poly Map B3:  .000000467134
6/30/23
Supply 1 used for Total Room Flow
Ex Map by Third Order Poly
Enthalpy Calculations Are NOT to be Trusted!
Room dP Filter: Inactive
 
E.sec	Index	Time	Displ.Scfm	Lmua.Scfm	DisplF.Scfm	DisplB.Scfm	LmuaF.Scfm	LmuaB.Scfm	LmuaL.Scfm	LmuaR.Scfm	Displ.Cfm	Lmua.Cfm	Room.Cfm	Ex.Cfm	DisplF.Cfm	DisplB.Cfm	LmuaF.Cfm	LmuaB.Cfm	LmuaL.Cfm	LmuaR.Cfm	Displ.Lbh	Lmua.Lbh	Rm.Lbh	Ex.Lbh	DisplF.Lbh	DisplB.Lbh	LmuaF.Lbh	LmuaB.Lbh	LmuaL.Lbh	LmuaR.Lbh	wDispl	wLmua	wRm	wEx	PpWater	PpSat	RhoDispl	RhoLmua	RhoRm	RhoEx	RhDispl	RhLmua	RhRm	RhEx	DewDispl.F	DewLmua.F	DewRm	DewEx	S1F1.Rpm	S1F2.Rpm	S2F1.Rpm	S2F2.Rpm	Ex.Rpm	Pbar.inHg	ExSp.inw	RmDp.inw	WallFDp.inw	WallBDp.inw	LmuaFDp.inw	LmuaBDp.inw	LmuaLDp.inw	LmuaRDp.inw	NG.inw	AvEx.F	AvTr.F	Ex-Tr.F	ExRange.F	AvTrCor.F	Ex-TrCor.F	NgA.cf	NgB.cf	NgC.cf	NgComp	NgCp	p120.kBh	p208a.kBh	p208b.kBh	pNgA.kBh	pNgB.kBh	pNgC.kBh	pApp.kBh	pMua.kBh	pEx.kBh	pHG.kBh	Bad-pExLate.kBh	Bad-pExSens.kBh	Bad-pExByEnth.kBh	Bad-pHgByEnth.kBh	e120.kB	e208a.kB	e208b.kB	eNgA.kB	eNgB.kB	eNgC.kB	eApp.kB	eMua.kB	eEx.kB	eHG.kB	Bad-eExLate.kB	Bad-eExSens.kB	Bad-eExByEnth.kB	Bad-eHgByEnth.kB	p120.kW	p208a.kW	p208b.kW	e120.kWh	e208a.kWh	e208b.kWh	tEx1	tEx2	tEx3	tEx4	tEx5	tEx6	tEx7	tEx8	tEx9	tEx10	tEx11	tEx12	tTrAup	tTrAmid	tTrAlow	tTrBup	tTrBmid	tTrBlow	tTrCup	tTrCmid	tTrClow	tTrDup	tTrDmid	tTrDlow	tS2F1	tDispl	tDewCh21	tDewCh22	tS2F2	tLmua	tNg	t26ApF	t27ApR	t34HdL	t35HdC	t36HdR	t37ApL	t38	t39	t40	Bad-TreeEnthalpy	Bad-ExEnthalpy	DewTran-R	DewTran-W	
07616	01242	5:01:00 PM	690	164	690	0	0	0	164	0	710	170	711	2316	710	0	0	0	170	0	3105	736	3105	10037	3105	0	0	0	736	0	0.00000	0.00787	0.00000	0.00836	0.00770	30.01693	0.072921	0.072155	0.072763	0.072236	0.03	37.41	0.02	40.74	-88.88	50.36	-88.88	51.98	600	0	0	0	500	29.43	0.187	0.001	0.016	0.000	-0.880	-0.880	0.049	0.000	-2.542	77.71	76.51	1.20	0.30	76.51	1.20	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.927	-0.790	28.833	0.928	29.760	-30.295	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.424	2.910	300.784	66.148	2.915	69.062	-70.307	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.66	77.65	77.63	77.75	77.69	77.71	77.92	77.87	77.68	77.68	77.66	-88.88	-88.88	-88.88	76.32	75.93	75.82	77.66	76.56	75.97	77.07	76.77	76.47	-88.88	75.35	-88.88	-88.88	-88.88	78.47	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.35	0.018367	0.027813	50.360	51.980	
07621	01243	5:01:06 PM	698	156	698	0	0	0	156	0	718	162	720	2316	718	0	0	0	162	0	3142	702	3142	10037	3142	0	0	0	702	0	0.00000	0.00787	0.00000	0.00836	0.00770	29.99794	0.072923	0.072155	0.072763	0.072236	0.03	37.41	0.02	40.74	-88.88	50.36	-88.88	51.98	600	0	0	0	500	29.43	0.181	0.001	0.016	0.000	-0.880	-0.880	0.044	0.000	-2.541	77.71	76.50	1.20	0.30	76.50	1.20	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.927	-0.790	28.820	0.927	29.747	-30.282	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.424	2.911	300.782	66.186	2.916	69.102	-70.348	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.65	77.64	77.63	77.75	77.69	77.71	77.92	77.87	77.68	77.67	77.66	-88.88	-88.88	-88.88	76.30	75.94	75.80	77.66	76.56	75.97	77.07	76.77	76.46	-88.88	75.33	-88.88	-88.88	-88.88	78.47	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.33	0.018366	0.027812	50.360	51.980	
07627	01244	5:01:13 PM	691	154	691	0	0	0	154	0	710	160	712	2316	710	0	0	0	160	0	3107	694	3107	10037	3107	0	0	0	694	0	0.00000	0.00785	0.00000	0.00836	0.00770	29.98292	0.072925	0.072155	0.072763	0.072237	0.03	37.33	0.02	40.70	-88.88	50.30	-88.88	51.95	600	0	0	0	500	29.43	0.166	0.001	0.016	0.000	-0.880	-0.880	0.043	0.000	-2.541	77.71	76.50	1.20	0.30	76.50	1.20	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.927	-0.790	28.818	0.927	29.745	-30.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.424	2.913	300.781	66.233	2.918	69.151	-70.397	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.65	77.65	77.63	77.75	77.68	77.71	77.92	77.87	77.69	77.67	77.66	-88.88	-88.88	-88.88	76.31	75.95	75.81	77.66	76.55	75.97	77.07	76.77	76.47	-88.88	75.31	-88.88	-88.88	-88.88	78.47	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.31	0.018366	0.027803	50.302	51.953	
07633	01245	5:01:19 PM	693	162	693	0	0	0	162	0	713	168	715	2316	713	0	0	0	168	0	3120	727	3120	10037	3120	0	0	0	727	0	0.00000	0.00785	0.00000	0.00836	0.00770	29.93492	0.072934	0.072158	0.072765	0.072239	0.03	37.33	0.02	40.72	-88.88	50.30	-88.88	51.97	600	0	0	0	500	29.43	0.155	0.001	0.016	0.000	-0.880	-0.880	0.048	0.000	-2.542	77.71	76.51	1.20	0.31	76.51	1.20	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.926	-0.789	28.806	0.927	29.733	-30.268	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.424	2.914	300.780	66.280	2.919	69.199	-70.446	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.66	77.64	77.63	77.75	77.69	77.71	77.92	77.87	77.69	77.67	77.66	-88.88	-88.88	-88.88	76.31	75.96	75.79	77.66	76.56	75.96	77.08	76.77	76.46	-88.88	75.26	-88.88	-88.88	-88.88	78.47	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.26	0.018367	0.027809	50.302	51.971	
07639	01246	5:01:25 PM	685	147	685	0	0	0	147	0	704	153	706	2316	704	0	0	0	153	0	3082	661	3082	10036	3082	0	0	0	661	0	0.00000	0.00785	0.00000	0.00836	0.00770	29.90001	0.072927	0.072141	0.072754	0.072227	0.03	37.26	0.02	40.71	-88.88	50.29	-88.88	51.96	600	0	0	0	500	29.43	0.177	0.001	0.015	0.000	-0.880	-0.880	0.039	0.000	-2.542	77.71	76.50	1.21	0.31	76.50	1.21	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.926	-0.789	28.799	0.926	29.726	-30.260	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.425	2.916	300.779	66.327	2.921	69.247	-70.495	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.65	77.64	77.63	77.75	77.69	77.71	77.92	77.87	77.69	77.67	77.65	-88.88	-88.88	-88.88	76.32	75.95	75.75	77.66	76.55	75.96	77.07	76.77	76.46	-88.88	75.23	-88.88	-88.88	-88.88	78.51	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.23	0.018365	0.027808	50.288	51.962	
07645	01247	5:01:31 PM	698	164	698	0	0	0	164	0	718	170	720	2316	718	0	0	0	170	0	3142	737	3142	10037	3142	0	0	0	737	0	0.00000	0.00786	0.00000	0.00837	0.00770	29.91298	0.072935	0.072151	0.072764	0.072236	0.03	37.31	0.02	40.75	-88.88	50.32	-88.88	51.99	600	0	0	0	500	29.43	0.188	0.001	0.016	0.000	-0.880	-0.880	0.049	0.000	-2.541	77.71	76.50	1.20	0.31	76.50	1.20	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.926	-0.789	28.787	0.926	29.713	-30.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.425	2.917	300.777	66.373	2.922	69.295	-70.544	0.000	0.000	0.000	0.000	0.000	0.000	77.61	77.65	77.64	77.63	77.75	77.69	77.71	77.92	77.87	77.68	77.67	77.65	-88.88	-88.88	-88.88	76.31	75.96	75.74	77.66	76.56	75.97	77.07	76.77	76.46	-88.88	75.24	-88.88	-88.88	-88.88	78.51	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.24	0.018365	0.027815	50.317	51.989	
07652	01248	5:01:37 PM	692	151	692	0	0	0	151	0	712	157	713	2316	712	0	0	0	157	0	3115	681	3115	10037	3115	0	0	0	681	0	0.00000	0.00786	0.00000	0.00838	0.00770	29.97889	0.072926	0.072148	0.072763	0.072236	0.03	37.29	0.02	40.79	-88.88	50.32	-88.88	52.02	600	0	0	0	500	29.43	0.154	0.001	0.016	0.000	-0.880	-0.880	0.042	0.000	-2.541	77.71	76.50	1.21	0.30	76.50	1.21	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.925	-0.788	28.779	0.926	29.704	-30.238	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.425	2.919	300.776	66.428	2.924	69.352	-70.601	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.66	77.65	77.63	77.75	77.69	77.71	77.92	77.87	77.69	77.67	77.66	-88.88	-88.88	-88.88	76.31	75.99	75.76	77.66	76.55	75.96	77.07	76.77	76.46	-88.88	75.31	-88.88	-88.88	-88.88	78.52	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.31	0.018366	0.027825	50.317	52.016	
07658	01249	5:01:43 PM	697	164	697	0	0	0	164	0	717	171	719	2316	717	0	0	0	171	0	3137	739	3137	10037	3137	0	0	0	739	0	0.00000	0.00786	0.00000	0.00837	0.00770	29.97791	0.072926	0.072151	0.072763	0.072235	0.03	37.34	0.02	40.77	-88.88	50.33	-88.88	52.01	600	0	0	0	500	29.43	0.175	0.001	0.016	0.000	-0.880	-0.880	0.049	0.000	-2.542	77.71	76.51	1.20	0.30	76.51	1.20	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.925	-0.788	28.770	0.925	29.696	-30.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.425	2.921	300.775	66.475	2.925	69.400	-70.651	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.66	77.65	77.63	77.75	77.69	77.72	77.92	77.87	77.69	77.68	77.66	-88.88	-88.88	-88.88	76.30	76.01	75.77	77.65	76.56	75.96	77.07	76.77	76.46	-88.88	75.31	-88.88	-88.88	-88.88	78.50	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.31	0.018367	0.027823	50.331	52.007	
07664	01250	5:01:49 PM	695	160	695	0	0	0	160	0	715	166	716	2316	715	0	0	0	166	0	3127	720	3127	10036	3127	0	0	0	720	0	0.00000	0.00786	0.00000	0.00838	0.00770	29.98389	0.072923	0.072148	0.072760	0.072233	0.03	37.30	0.02	40.79	-88.88	50.32	-88.88	52.02	600	0	0	0	500	29.43	0.174	0.001	0.016	0.000	-0.880	-0.880	0.047	0.000	-2.541	77.71	76.51	1.20	0.30	76.51	1.20	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.925	-0.788	28.759	0.925	29.684	-30.218	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.426	2.922	300.773	66.522	2.927	69.448	-70.700	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.66	77.65	77.63	77.75	77.69	77.72	77.92	77.87	77.69	77.67	77.66	-88.88	-88.88	-88.88	76.32	76.01	75.77	77.66	76.55	75.96	77.07	76.77	76.46	-88.88	75.31	-88.88	-88.88	-88.88	78.51	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.31	0.018367	0.027826	50.317	52.016	
07670	01251	5:01:56 PM	682	159	682	0	0	0	159	0	702	165	703	2316	702	0	0	0	165	0	3070	714	3070	10035	3070	0	0	0	714	0	0.00000	0.00786	0.00000	0.00837	0.00770	30.01589	0.072911	0.072137	0.072754	0.072226	0.03	37.29	0.02	40.77	-88.88	50.33	-88.88	52.01	600	0	0	0	500	29.43	0.166	0.001	0.015	0.000	-0.880	-0.880	0.046	0.000	-2.541	77.71	76.51	1.21	0.31	76.51	1.21	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.924	-0.787	28.748	0.925	29.672	-30.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.426	2.924	300.772	66.568	2.928	69.497	-70.749	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.66	77.65	77.63	77.75	77.69	77.72	77.92	77.87	77.69	77.68	77.66	-88.88	-88.88	-88.88	76.30	76.02	75.75	77.66	76.56	75.96	77.07	76.77	76.46	-88.88	75.35	-88.88	-88.88	-88.88	78.53	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.35	0.018367	0.027824	50.331	52.007	
07677	01252	5:02:02 PM	700	151	700	0	0	0	151	0	720	157	722	2316	720	0	0	0	157	0	3151	680	3151	10037	3151	0	0	0	680	0	0.00000	0.00786	0.00000	0.00837	0.00770	30.01192	0.072921	0.072146	0.072764	0.072235	0.03	37.28	0.02	40.77	-88.88	50.33	-88.88	52.01	600	0	0	0	500	29.43	0.162	0.001	0.016	0.000	-0.880	-0.880	0.042	0.000	-2.541	77.71	76.50	1.22	0.30	76.50	1.22	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.925	-0.788	28.740	0.924	29.664	-30.197	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.426	2.926	300.771	66.622	2.930	69.552	-70.806	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.66	77.65	77.63	77.75	77.69	77.72	77.93	77.88	77.70	77.68	77.66	-88.88	-88.88	-88.88	76.30	75.97	75.74	77.65	76.55	75.97	77.07	76.77	76.45	-88.88	75.34	-88.88	-88.88	-88.88	78.54	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.34	0.018364	0.027824	50.331	52.007	
07682	01253	5:02:08 PM	701	158	701	0	0	0	158	0	721	164	723	2316	721	0	0	0	164	0	3156	712	3156	10037	3156	0	0	0	712	0	0.00000	0.00786	0.00000	0.00838	0.00770	29.97193	0.072927	0.072150	0.072765	0.072234	0.03	37.30	0.02	40.78	-88.88	50.32	-88.88	52.02	600	0	0	0	500	29.43	0.168	0.001	0.016	0.000	-0.880	-0.880	0.046	0.000	-2.541	77.72	76.49	1.22	0.30	76.49	1.22	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.924	-0.788	28.741	0.925	29.666	-30.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.426	2.927	300.769	66.662	2.931	69.593	-70.847	0.000	0.000	0.000	0.000	0.000	0.000	77.63	77.66	77.66	77.64	77.76	77.70	77.72	77.93	77.88	77.70	77.68	77.67	-88.88	-88.88	-88.88	76.29	75.95	75.73	77.65	76.55	75.96	77.07	76.77	76.46	-88.88	75.30	-88.88	-88.88	-88.88	78.51	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.30	0.018364	0.027827	50.317	52.016	
07688	01254	5:02:14 PM	707	156	707	0	0	0	156	0	727	163	729	2316	727	0	0	0	163	0	3183	704	3183	10036	3183	0	0	0	704	0	0.00000	0.00786	0.00000	0.00838	0.00770	29.98292	0.072923	0.072147	0.072763	0.072232	0.03	37.30	0.02	40.81	-88.88	50.32	-88.88	52.03	600	0	0	0	500	29.43	0.166	0.001	0.016	0.000	-0.880	-0.880	0.045	0.000	-2.541	77.71	76.49	1.22	0.31	76.49	1.22	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.924	-0.788	28.735	0.924	29.659	-30.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.426	2.928	300.768	66.709	2.933	69.642	-70.897	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.66	77.65	77.63	77.76	77.69	77.72	77.93	77.88	77.69	77.68	77.66	-88.88	-88.88	-88.88	76.27	75.93	75.73	77.66	76.55	75.96	77.07	76.77	76.46	-88.88	75.31	-88.88	-88.88	-88.88	78.52	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.31	0.018363	0.027833	50.317	52.034	
07694	01255	5:02:20 PM	700	144	700	0	0	0	144	0	720	150	722	2316	720	0	0	0	150	0	3151	649	3151	10036	3151	0	0	0	649	0	0.00000	0.00785	0.00000	0.00839	0.00770	29.95693	0.072924	0.072138	0.072760	0.072230	0.03	37.19	0.02	40.86	-88.88	50.29	-88.88	52.07	600	0	0	0	500	29.43	0.180	0.001	0.016	0.000	-0.880	-0.880	0.038	0.000	-2.542	77.71	76.49	1.22	0.31	76.49	1.22	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.924	-0.788	28.732	0.924	29.657	-30.190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.427	2.930	300.767	66.757	2.935	69.691	-70.947	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.66	77.65	77.63	77.75	77.69	77.72	77.93	77.88	77.69	77.68	77.66	-88.88	-88.88	-88.88	76.28	75.94	75.75	77.66	76.56	75.96	77.07	76.77	76.46	-88.88	75.29	-88.88	-88.88	-88.88	78.57	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.29	0.018364	0.027846	50.288	52.070	
07701	01256	5:02:26 PM	717	151	717	0	0	0	151	0	737	157	739	2316	737	0	0	0	157	0	3226	678	3226	10036	3226	0	0	0	678	0	0.00000	0.00785	0.00000	0.00839	0.00770	29.93095	0.072928	0.072141	0.072760	0.072229	0.03	37.24	0.02	40.86	-88.88	50.30	-88.88	52.07	600	0	0	0	500	29.43	0.162	0.001	0.017	0.000	-0.880	-0.880	0.041	0.000	-2.541	77.72	76.49	1.22	0.30	76.49	1.22	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.925	-0.788	28.729	0.924	29.654	-30.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.427	2.932	300.765	66.812	2.936	69.748	-71.005	0.000	0.000	0.000	0.000	0.000	0.000	77.62	77.67	77.65	77.64	77.76	77.69	77.72	77.93	77.88	77.70	77.68	77.66	-88.88	-88.88	-88.88	76.28	75.93	75.73	77.67	76.55	75.96	77.07	76.77	76.46	-88.88	75.26	-88.88	-88.88	-88.88	78.54	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.26	0.018363	0.027846	50.302	52.070	
07707	01257	5:02:32 PM	708	145	708	0	0	0	145	0	729	151	730	2316	729	0	0	0	151	0	3188	655	3188	10036	3188	0	0	0	655	0	0.00000	0.00784	0.00000	0.00839	0.00770	29.93595	0.072927	0.072145	0.072760	0.072229	0.03	37.21	0.02	40.84	-88.88	50.26	-88.88	52.06	600	0	0	0	500	29.43	0.169	0.001	0.017	0.000	-0.880	-0.880	0.039	0.000	-2.541	77.72	76.49	1.23	0.30	76.49	1.23	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.925	-0.788	28.724	0.924	29.648	-30.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.427	2.933	300.764	66.861	2.938	69.798	-71.056	0.000	0.000	0.000	0.000	0.000	0.000	77.63	77.67	77.66	77.64	77.76	77.70	77.73	77.93	77.88	77.70	77.68	77.67	-88.88	-88.88	-88.88	76.27	75.91	75.76	77.66	76.55	75.96	77.07	76.77	76.45	-88.88	75.27	-88.88	-88.88	-88.88	78.52	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.27	0.018363	0.027844	50.259	52.061	
07713	01258	5:02:38 PM	685	158	685	0	0	0	158	0	704	164	706	2316	704	0	0	0	164	0	3082	710	3082	10036	3082	0	0	0	710	0	0.00000	0.00785	0.00000	0.00839	0.00770	29.95589	0.072924	0.072145	0.072760	0.072229	0.03	37.23	0.02	40.86	-88.88	50.27	-88.88	52.07	600	0	0	0	500	29.43	0.187	0.001	0.015	0.000	-0.880	-0.880	0.045	0.000	-2.542	77.72	76.49	1.23	0.30	76.49	1.23	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.925	-0.788	28.720	0.925	29.644	-30.178	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.427	2.935	300.763	66.908	2.939	69.848	-71.107	0.000	0.000	0.000	0.000	0.000	0.000	77.63	77.67	77.65	77.64	77.76	77.70	77.73	77.93	77.88	77.70	77.68	77.67	-88.88	-88.88	-88.88	76.25	75.94	75.79	77.66	76.55	75.97	77.07	76.77	76.45	-88.88	75.29	-88.88	-88.88	-88.88	78.52	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.29	0.018364	0.027847	50.274	52.070	
07719	01259	5:02:45 PM	701	152	701	0	0	0	152	0	721	158	723	2316	721	0	0	0	158	0	3156	686	3156	10036	3156	0	0	0	686	0	0.00000	0.00784	0.00000	0.00839	0.00770	29.99189	0.072922	0.072146	0.072762	0.072232	0.03	37.18	0.02	40.86	-88.88	50.24	-88.88	52.07	600	0	0	0	500	29.43	0.178	0.001	0.016	0.000	-0.880	-0.880	0.042	0.000	-2.541	77.72	76.50	1.22	0.30	76.50	1.22	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.924	-0.788	28.714	0.924	29.639	-30.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.428	2.936	300.761	66.955	2.941	69.896	-71.155	0.000	0.000	0.000	0.000	0.000	0.000	77.63	77.66	77.65	77.64	77.76	77.70	77.72	77.93	77.88	77.69	77.68	77.66	-88.88	-88.88	-88.88	76.27	75.93	75.80	77.66	76.55	75.96	77.06	76.77	76.45	-88.88	75.32	-88.88	-88.88	-88.88	78.53	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.32	0.018364	0.027846	50.245	52.070	
07725	01260	5:02:51 PM	687	164	687	0	0	0	164	0	706	171	708	2316	706	0	0	0	171	0	3090	740	3090	10036	3090	0	0	0	740	0	0.00000	0.00782	0.00000	0.00839	0.00770	30.01993	0.072918	0.072148	0.072762	0.072231	0.03	37.14	0.02	40.86	-88.88	50.20	-88.88	52.07	600	0	0	0	500	29.43	0.182	0.001	0.016	0.000	-0.880	-0.880	0.049	0.000	-2.541	77.72	76.49	1.23	0.30	76.49	1.23	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.924	-0.788	28.709	0.924	29.634	-30.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.428	2.938	300.760	67.002	2.943	69.945	-71.205	0.000	0.000	0.000	0.000	0.000	0.000	77.63	77.67	77.66	77.64	77.76	77.70	77.72	77.93	77.88	77.70	77.68	77.67	-88.88	-88.88	-88.88	76.28	75.92	75.77	77.65	76.56	75.96	77.07	76.77	76.46	-88.88	75.35	-88.88	-88.88	-88.88	78.52	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.35	0.018363	0.027847	50.202	52.070	
07732	01261	5:02:57 PM	701	159	701	0	0	0	159	0	721	166	723	2316	721	0	0	0	166	0	3156	717	3156	10035	3156	0	0	0	717	0	0.00000	0.00781	0.00000	0.00839	0.00770	30.01589	0.072907	0.072135	0.072751	0.072220	0.03	37.04	0.02	40.86	-88.88	50.14	-88.88	52.07	600	0	0	0	500	29.43	0.186	0.002	0.016	0.000	-0.880	-0.880	0.046	0.000	-2.541	77.72	76.49	1.23	0.30	76.49	1.23	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.924	-0.788	28.699	0.924	29.623	-30.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.428	2.940	300.758	67.056	2.944	70.001	-71.262	0.000	0.000	0.000	0.000	0.000	0.000	77.63	77.67	77.65	77.64	77.76	77.70	77.72	77.93	77.88	77.70	77.68	77.67	-88.88	-88.88	-88.88	76.28	75.92	75.77	77.66	76.55	75.96	77.07	76.77	76.45	-88.88	75.35	-88.88	-88.88	-88.88	78.53	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.35	0.018364	0.027848	50.144	52.070	
07737	01262	5:03:03 PM	699	158	699	0	0	0	158	0	719	165	721	2316	719	0	0	0	165	0	3146	713	3146	10036	3146	0	0	0	713	0	0.00000	0.00782	0.00000	0.00839	0.00770	29.99690	0.072919	0.072149	0.072760	0.072229	0.03	37.12	0.02	40.86	-88.88	50.17	-88.88	52.07	600	0	0	0	500	29.43	0.178	0.001	0.016	0.000	-0.880	-0.880	0.046	0.000	-2.542	77.72	76.49	1.22	0.30	76.49	1.22	0.000	0.000	0.000	1.366	1.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	0.924	-0.788	28.693	0.924	29.617	-30.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.428	2.941	300.757	67.096	2.946	70.042	-71.304	0.000	0.000	0.000	0.000	0.000	0.000	77.63	77.67	77.66	77.64	77.76	77.70	77.72	77.93	77.88	77.70	77.68	77.67	-88.88	-88.88	-88.88	76.29	75.92	75.78	77.66	76.55	75.96	77.07	76.77	76.46	-88.88	75.33	-88.88	-88.88	-88.88	78.50	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	-88.88	75.33	0.018364	0.027847	50.173	52.070	
